rbid,type,date,year,category,name,pdf
16704,Ändringsbeslut,2015-06-25,2015,Myndighet,Myndigheten för vård- och omsorgsanalys,True
16705,Ändringsbeslut,2015-06-25,2015,Myndighet,Statens energimyndighet,True
16706,Ändringsbeslut,2015-06-25,2015,Myndighet,Verket för innovationssystem,True
16707,Ändringsbeslut,2015-06-25,2015,Myndighet,Statens institutionsstyrelse,True
16708,Ändringsbeslut,2015-06-25,2015,Myndighet,Blekinge tekniska högskola,True
16709,Ändringsbeslut,2015-06-25,2015,Myndighet,Försvarshögskolan,True
16710,Ändringsbeslut,2015-06-25,2015,Myndighet,Gymnastik- och idrottshögskolan,True
16711,Ändringsbeslut,2015-06-25,2015,Myndighet,Göteborgs universitet,True
16712,Ändringsbeslut,2015-06-25,2015,Myndighet,Högskolan i Borås,True
16713,Ändringsbeslut,2015-06-25,2015,Myndighet,Högskolan i Gävle,True
16714,Ändringsbeslut,2015-06-25,2015,Myndighet,Högskolan i Halmstad,True
16716,Ändringsbeslut,2015-06-25,2015,Anslag,1:1 och 2:1 (2013),True
16717,Ändringsbeslut,2015-06-25,2015,Myndighet,Högskolan i Skövde,True
16718,Ändringsbeslut,2015-06-25,2015,Myndighet,Högskolan Kristianstad,True
16719,Ändringsbeslut,2015-06-25,2015,Myndighet,Högskolan Väst,True
16720,Ändringsbeslut,2015-06-25,2015,Myndighet,Karlstads universitet,True
16721,Ändringsbeslut,2015-06-25,2015,Myndighet,Karolinska institutet,True
16722,Ändringsbeslut,2015-06-25,2015,Myndighet,Kungl. Musikhögskolan i Stockholm,True
16723,Ändringsbeslut,2015-06-25,2015,Myndighet,Kungl. Tekniska högskolan,True
16724,Ändringsbeslut,2015-06-25,2015,Myndighet,Linköpings universitet,True
16725,Ändringsbeslut,2015-06-25,2015,Myndighet,Linnéuniversitetet,True
16726,Ändringsbeslut,2015-06-25,2015,Myndighet,Luleå tekniska universitet,True
16727,Ändringsbeslut,2015-06-11,2015,Myndighet,Myndigheten för samhällsskydd och beredskap,True
16728,Ändringsbeslut,2015-06-25,2015,Myndighet,Svenska institutet,True
16729,Ändringsbeslut,2015-06-04,2015,Anslag,7:1 och 7:2,True
16730,Ändringsbeslut,2015-06-11,2015,Myndighet,Totalförsvarets forskningsinstitut,True
16731,Ändringsbeslut,2015-06-25,2015,Myndighet,Styrelsen för internationellt utvecklingssamarbete,True
16732,Ändringsbeslut,2015-06-17,2015,Anslag,1:1,True
16733,Ändringsbeslut,2015-06-25,2015,Anslag,1:5,True
16734,Ändringsbeslut,2015-06-25,2015,Myndighet,Centrala studiestödsnämnden,True
16735,Ändringsbeslut,2015-06-25,2015,Myndighet,Myndigheten för ungdoms- och civilsamhällesfrågor,True
16736,Ändringsbeslut,2015-06-25,2015,Myndighet,Skolforskningsinstitutet,True
16737,Ändringsbeslut,2015-06-11,2015,Myndighet,regionala etikprövningsnämnder,True
16738,Ändringsbeslut,2015-06-11,2015,Myndighet,Statens väg- och transportforskningsinstitut,True
16739,Ändringsbeslut,2015-06-25,2015,Myndighet,Naturvårdsverket,True
16740,Ändringsbeslut,2015-06-25,2015,Myndighet,Statens skolverk,True
16741,Ändringsbeslut,2015-06-25,2015,Myndighet,Regeringskansliet,True
16742,Ändringsbeslut,2015-06-11,2015,Myndighet,Försvarsmakten,True
16745,Ändringsbeslut,2015-06-25,2015,Myndighet,Socialstyrelsen,True
16746,Ändringsbeslut,2015-06-25,2015,Anslag,13:1,True
16747,Ändringsbeslut,2015-06-25,2015,Myndighet,Presstödsnämnden,True
16748,Ändringsbeslut,2015-06-25,2015,Anslag,1:7,True
16749,Ändringsbeslut,2015-06-25,2015,Anslag,1:1,True
16750,Ändringsbeslut,2015-06-25,2015,Myndighet,Myndigheten för delaktighet,True
16751,Ändringsbeslut,2015-06-25,2015,Myndighet,Svenska institutet för europapolitiska studier,True
16752,Ändringsbeslut,2015-06-17,2015,Anslag,5:2,True
16753,Ändringsbeslut,2015-08-27,2015,Myndighet,Försvarets radioanstalt,True
16754,Ändringsbeslut,2015-06-25,2015,Anslag,1:2,True
16755,Ändringsbeslut,2015-06-25,2015,Myndighet,Statens konstråd,True
16756,Ändringsbeslut,2015-06-25,2015,Myndighet,Statens kulturråd,True
16757,Ändringsbeslut,2015-06-25,2015,Myndighet,Uppsala universitet,True
16758,Ändringsbeslut,2015-06-25,2015,Myndighet,Örebro universitet,True
16759,Ändringsbeslut,2015-06-25,2015,Anslag,2:3,True
16760,Ändringsbeslut,2015-06-25,2015,Myndighet,Medlingsinstitutet,True
16761,Ändringsbeslut,2015-06-25,2015,Myndighet,Arbetsmiljöverket,True
16762,Ändringsbeslut,2015-06-25,2015,Myndighet,Malmö högskola,True
16763,Ändringsbeslut,2015-06-25,2015,Myndighet,Mittuniversitetet,True
16764,Ändringsbeslut,2015-06-25,2015,Myndighet,Mälardalens högskola,True
16765,Ändringsbeslut,2015-06-25,2015,Myndighet,Stockholms konstnärliga högskola,True
16766,Ändringsbeslut,2015-06-25,2015,Myndighet,Stockholms universitet,True
16767,Ändringsbeslut,2015-06-25,2015,Myndighet,Södertörns högskola,True
16768,Ändringsbeslut,2015-06-25,2015,Myndighet,Umeå universitet,True
16769,Ändringsbeslut,2015-06-25,2015,Anslag,"2:63, 2:65 och 2:66",True
16770,Ändringsbeslut,2015-06-25,2015,Anslag,2:65,True
16771,Ändringsbeslut,2015-06-25,2015,Myndighet,Högskolan Dalarna,True
16772,Ändringsbeslut,2015-06-25,2015,Myndighet,Konstfack,True
16773,Ändringsbeslut,2015-06-25,2015,Anslag,1:6,True
16774,Ändringsbeslut,2015-06-25,2015,Anslag,1:14,True
16775,Ändringsbeslut,2015-06-11,2015,Myndighet,Livsmedelsverket,True
16776,Ändringsbeslut,2015-11-26,2015,Anslag,"1:11, 1:1 och 1:6",True
16777,Ändringsbeslut,2015-06-25,2015,Myndighet,Havs- och vattenmyndigheten,True
16778,Ändringsbeslut,2015-06-25,2015,Myndighet,Statens skolinspektion,True
16779,Ändringsbeslut,2015-06-25,2015,Myndighet,Myndigheten för yrkeshögskolan,True
16780,Ändringsbeslut,2015-06-25,2015,Myndighet,"Forskningsrådet för hälsa, arbetsliv och välfärd",True
16781,Ändringsbeslut,2015-06-25,2015,Myndighet,Forum för levande historia,True
16782,Ändringsbeslut,2015-06-25,2015,Myndighet,Nämnden för statligt stöd till trossamfund,True
16783,Ändringsbeslut,2015-06-25,2015,Myndighet,universitet och högskolor,True
16784,Ändringsbeslut,2015-06-25,2015,Myndighet,Rådet för Europeiska socialfonden i Sverige,True
16785,Ändringsbeslut,2015-06-25,2015,Anslag,1:1,True
16786,Ändringsbeslut,2015-06-25,2015,Myndighet,Vetenskapsrådet,True
16787,Ändringsbeslut,2015-06-25,2015,Myndighet,Rymdstyrelsen,True
16788,Ändringsbeslut,2015-06-25,2015,Anslag,1:2,True
16789,Ändringsbeslut,2015-06-25,2015,Myndighet,Arbetsförmedlingen,True
16790,Ändringsbeslut,2015-06-25,2015,Myndighet,Trafikverket,True
16792,Ändringsbeslut,2015-06-25,2015,Anslag,1:6,True
16795,Regleringsbrev,2015-06-25,2015,Anslag,2:5,True
16797,Ändringsbeslut,2015-06-25,2015,Anslag,2:3 och 2:3 (2014),True
16798,Ändringsbeslut,2015-06-25,2015,Anslag,1:7,True
16799,Ändringsbeslut,2015-06-25,2015,Anslag,1:11 och 1:14,True
16800,Ändringsbeslut,2015-06-25,2015,Myndighet,Myndigheten för radio och tv,True
16802,Ändringsbeslut,2015-06-25,2015,Myndighet,Finansinspektionen,True
16803,Ändringsbeslut,2015-06-25,2015,Anslag,2:5,True
16804,Ändringsbeslut,2015-06-25,2015,Anslag,2:3,True
16805,Ändringsbeslut,2015-06-25,2015,Anslag,1:22,True
16806,Ändringsbeslut,2015-08-20,2015,Myndighet,Myndigheten för tillväxtpolitiska utvärderingar och analyser,True
16807,Regleringsbrev,2015-06-25,2015,Anslag,2:5,True
16808,Ändringsbeslut,2015-06-25,2015,Anslag,6:1,True
16809,Regleringsbrev,2015-06-25,2015,Anslag,1:18,True
16811,Ändringsbeslut,2015-06-25,2015,Myndighet,Statens va-nämnd,True
16812,Ändringsbeslut,2015-06-25,2015,Anslag,13:6,True
16813,Ändringsbeslut,2015-09-03,2015,Myndighet,Försvarsexportmyndigheten,True
16814,Ändringsbeslut,2015-06-25,2015,Myndighet,Försäkringskassan,True
16815,Ändringsbeslut,2015-06-17,2015,Anslag,2:4,True
16816,Ändringsbeslut,2015-06-25,2015,Anslag,2:6,True
16817,Ändringsbeslut,2015-06-25,2015,Myndighet,Post- och telestyrelsen,True
16818,Ändringsbeslut,2015-06-25,2015,Anslag,3:1,True
16820,Regleringsbrev,2015-07-09,2015,Anslag,14:3,True
16821,Ändringsbeslut,2015-11-05,2015,Myndighet,Myndigheten för tillgängliga medier,True
16822,Ändringsbeslut,2015-06-25,2015,Myndighet,Pensionsmyndigheten,True
16823,Ändringsbeslut,2015-09-03,2015,Anslag,1:23,True
16824,Ändringsbeslut,2015-06-25,2015,Myndighet,Kemikalieinspektionen,True
16825,Ändringsbeslut,2015-08-06,2015,Anslag,1:10,True
16827,Ändringsbeslut,2015-10-08,2015,Myndighet,länsstyrelserna,True
16828,Ändringsbeslut,2015-08-27,2015,Myndighet,Konkurrensverket,True
16829,Ändringsbeslut,2015-07-30,2015,Myndighet,Finansinspektionen,True
16830,Ändringsbeslut,2015-09-03,2015,Myndighet,Försvarets materielverk,True
16832,Ändringsbeslut,2015-08-20,2015,Myndighet,Transportstyrelsen,True
16834,Ändringsbeslut,2015-09-03,2015,Myndighet,Styrelsen för internationellt utvecklingssamarbete,True
16835,Ändringsbeslut,2015-08-27,2015,Myndighet,Myndighet Avvecklingsmyndigheten för vissa myndigheter inom vård- och omsorgsområdet,True
16837,Ändringsbeslut,2015-08-20,2015,Anslag,1:6,True
16839,Ändringsbeslut,2015-10-01,2015,Myndighet,Statens va-nämnd,True
16840,Ändringsbeslut,2015-11-26,2015,Myndighet,Polismyndigheten,True
16843,Ändringsbeslut,2015-09-10,2015,Anslag,3:1,True
16844,Ändringsbeslut,2015-12-10,2015,Anslag,4:7,True
16845,Ändringsbeslut,2015-10-01,2015,Myndighet,Statens skolverk,True
16846,Ändringsbeslut,2015-09-03,2015,Myndighet,Vetenskapsrådet,True
16847,Ändringsbeslut,2015-09-17,2015,Myndighet,Socialstyrelsen,True
16848,Ändringsbeslut,2015-09-24,2015,Myndighet,Arbetsförmedlingen,True
16849,Ändringsbeslut,2015-10-29,2015,Myndighet,Myndigheten för ungdoms- och civilsamhällesfrågor,True
16850,Ändringsbeslut,2015-09-24,2015,Myndighet,Trafikverket,True
16851,Ändringsbeslut,2015-09-17,2015,Myndighet,Skogsstyrelsen,True
16852,Ändringsbeslut,2015-09-17,2015,Myndighet,Statens energimyndighet,True
16853,Ändringsbeslut,2015-09-17,2015,Myndighet,Sveriges geologiska undersökning,True
16854,Ändringsbeslut,2015-09-17,2015,Myndighet,Kustbevakningen,True
16855,Ändringsbeslut,2015-09-17,2015,Myndighet,Statens haverikommission,True
16856,Ändringsbeslut,2015-09-17,2015,Myndighet,Tillväxtverket,True
16858,Ändringsbeslut,2015-10-01,2015,Myndighet,Myndigheten för samhällsskydd och beredskap,True
16861,Ändringsbeslut,2015-10-01,2015,Myndighet,Nämnden för statligt stöd till trossamfund,True
16862,Ändringsbeslut,2015-09-24,2015,Anslag,7:1 och 7:2,True
16863,Regleringsbrev,2015-10-01,2015,Anslag,1:13,True
16864,Ändringsbeslut,2015-11-19,2015,Myndighet,Statens jordbruksverk,True
16865,Ändringsbeslut,2015-10-15,2015,Anslag,"2:63, 2:65 och 2:66",True
16866,Ändringsbeslut,2015-10-01,2015,Anslag,3:1,True
16867,Ändringsbeslut,,2015,Myndighet,Länsstyrelsen i Västerbottens län,False
16868,Ändringsbeslut,2015-10-01,2015,Myndighet,Kemikalieinspektionen,True
16869,Ändringsbeslut,2015-10-15,2015,Myndighet,Vetenskapsrådet,True
16870,Ändringsbeslut,2015-10-01,2015,Myndighet,Styrelsen för internationellt utvecklingssamarbete,True
16871,Ändringsbeslut,2015-10-08,2015,Anslag,6:1,True
16872,Ändringsbeslut,2015-10-08,2015,Myndighet,Styrelsen för ackreditering och teknisk kontroll,True
16873,Ändringsbeslut,2015-10-08,2015,Myndighet,Kommerskollegium,True
16874,Ändringsbeslut,2015-10-15,2015,Anslag,1:7,True
16876,Regleringsbrev,2015-12-17,2016,Myndighet,Alkoholsortimentsnämnden,True
16877,Regleringsbrev,2015-12-17,2016,Myndighet,Barnombudsmannen,True
16878,Regleringsbrev,2015-12-17,2016,Myndighet,Ersättningsnämnden,True
16879,Regleringsbrev,2015-12-17,2016,Myndighet,Inspektionen för vård och omsorg,True
16880,Regleringsbrev,2015-12-17,2016,Myndighet,Statens institutionsstyrelse,True
16882,Regleringsbrev,2015-12-17,2016,Myndighet,Myndigheten för delaktighet,True
16883,Regleringsbrev,2015-12-17,2016,Anslag,4:2,True
16884,Regleringsbrev,2015-12-17,2016,Anslag,4:5,True
16885,Regleringsbrev,2015-12-17,2016,Anslag,4:7,True
16886,Regleringsbrev,2015-12-17,2016,Anslag,5:2,True
16887,Regleringsbrev,2015-12-17,2016,Anslag,6:2,True
16888,Regleringsbrev,2015-12-17,2016,Myndighet,Allmänna reklamationsnämnden,True
16889,Regleringsbrev,2015-12-17,2016,Myndighet,Marknadsdomstolen,True
16890,Regleringsbrev,2015-12-17,2016,Myndighet,Fastighetsmäklarinspektionen,True
16891,Ändringsbeslut,,2015,Myndighet,Länsstyrelsen i Västra Götalands län,False
16892,Regleringsbrev,2015-12-17,2016,Myndighet,Konsumentverket,True
16893,Regleringsbrev,2015-12-17,2016,Anslag,2:6,True
16894,Ändringsbeslut,,2015,Myndighet,Länsstyrelsen i Västernorrlands län,False
16895,Ändringsbeslut,,2015,Myndighet,Länsstyrelsen i Dalarnas län,False
16896,Ändringsbeslut,,2015,Myndighet,Länsstyrelsen i Uppsala län,False
16897,Ändringsbeslut,,2015,Myndighet,Länsstyrelsen i Östergötlands län,False
16899,Regleringsbrev,2015-12-10,2016,Myndighet,Centrala studiestödsnämnden,True
16900,Ändringsbeslut,2015-10-08,2015,Myndighet,Socialstyrelsen,True
16901,Regleringsbrev,2015-12-18,2016,Myndighet,Försvarets radioanstalt,True
16902,Regleringsbrev,2015-12-18,2016,Myndighet,Statens skolverk,True
16903,Ändringsbeslut,2015-12-03,2015,Anslag,1:8,True
16908,Ändringsbeslut,2015-10-08,2015,Myndighet,Diskrimineringsombudsmannen,True
16909,Regleringsbrev,2015-12-18,2016,Myndighet,Sameskolstyrelsen,True
16910,Regleringsbrev,2015-12-17,2016,Myndighet,Migrationsverket,True
16911,Regleringsbrev,2015-12-18,2016,Myndighet,Myndigheten för yrkeshögskolan,True
16912,Regleringsbrev,2015-12-17,2016,Anslag,1:11,True
16913,Ändringsbeslut,2015-10-08,2015,Myndighet,Riksantikvarieämbetet,True
16914,Ändringsbeslut,2015-10-08,2015,Myndighet,Brottsoffermyndigheten,True
16915,Ändringsbeslut,2015-12-11,2015,Myndighet,Migrationsverket,True
16916,Regleringsbrev,2015-12-10,2016,Anslag,1:1,True
16917,Regleringsbrev,2015-12-10,2016,Anslag,1:2 och 1:4,True
16918,Regleringsbrev,2015-12-18,2016,Myndighet,Skolforskningsinstitutet,True
16919,Ändringsbeslut,2015-10-22,2015,Myndighet,Skolforskningsinstitutet,True
16920,Regleringsbrev,2015-12-18,2016,Myndighet,Försvarsunderrättelsedomstolen,True
16921,Ändringsbeslut,2015-11-26,2015,Anslag,1:1,True
16922,Ändringsbeslut,2015-10-22,2015,Myndighet,Folkhälsomyndigheten,True
16923,Ändringsbeslut,2015-10-15,2015,Myndighet,Myndigheten för samhällsskydd och beredskap,True
16924,Regleringsbrev,2015-12-17,2016,Anslag,1:1,True
16925,Ändringsbeslut,2015-10-29,2015,Myndighet,Livsmedelsverket,True
16926,Regleringsbrev,2015-12-18,2016,Myndighet,Myndigheten för ungdoms- och civilsamhällesfrågor,True
16927,Ändringsbeslut,2015-10-22,2015,Myndighet,Energimarknadsinspektionen,True
16928,Ändringsbeslut,2015-10-15,2015,Myndighet,Linnéuniversitetet,True
16929,Regleringsbrev,2015-12-10,2016,Anslag,1:5,True
16930,Ändringsbeslut,2015-11-26,2015,Myndighet,Lunds universitet,True
16931,Ändringsbeslut,2015-10-15,2015,Anslag,2:64,True
16932,Regleringsbrev,2015-12-18,2016,Myndighet,Svenska institutet,True
16933,Regleringsbrev,2015-12-18,2016,Myndighet,Statens inspektion för försvarsunderrättelseverksamheten,True
16934,Regleringsbrev,2015-12-10,2016,Myndighet,Kungliga hov- och slottsstaten,True
16935,Ändringsbeslut,2015-10-22,2015,Myndighet,Statens energimyndighet,True
16936,Regleringsbrev,2015-12-18,2016,Myndighet,Finanspolitiska rådet,True
16937,Regleringsbrev,2015-12-18,2016,Myndighet,Konjunkturinstitutet,True
16938,Regleringsbrev,2015-12-18,2016,Myndighet,Upphandlingsmyndigheten,True
16939,Ändringsbeslut,2015-11-19,2015,Myndighet,Upphandlingsmyndigheten,True
16940,Ändringsbeslut,2015-11-26,2015,Myndighet,Konjunkturinstitutet,True
16941,Ändringsbeslut,2015-11-19,2015,Myndighet,Statens fastighetsverk,True
16942,Ändringsbeslut,2015-12-18,2015,Anslag,1:1,True
16943,Regleringsbrev,2015-12-18,2016,Myndighet,Statskontoret,True
16944,Regleringsbrev,2015-12-18,2016,Myndighet,Kammarkollegiet,True
16945,Regleringsbrev,2015-12-18,2016,Myndighet,Statens fastighetsverk,True
16946,Ändringsbeslut,2015-11-05,2015,Myndighet,Riksgäldskontoret,True
16947,Regleringsbrev,2015-12-17,2016,Myndighet,Konstnärsnämnden,True
16948,Regleringsbrev,2015-12-17,2016,Myndighet,Moderna museet,True
16949,Regleringsbrev,2015-12-17,2016,Myndighet,Nationalmuseum med Prins Eugens Waldemarsudde,True
16950,Regleringsbrev,2015-12-17,2016,Myndighet,Statens centrum för arkitektur och design,True
16951,Regleringsbrev,2015-12-17,2016,Myndighet,Statens musikverk,True
16952,Ändringsbeslut,2015-11-19,2015,Myndighet,Myndigheten för radio och tv,True
16953,Ändringsbeslut,2015-11-19,2015,Myndighet,Presstödsnämnden,True
16954,Regleringsbrev,2015-12-10,2016,Myndighet,Statens konstråd,True
16955,Regleringsbrev,2015-12-17,2016,Myndighet,Statens kulturråd,True
16956,Regleringsbrev,2015-12-17,2016,Anslag,6:1,True
16957,Regleringsbrev,2015-12-10,2016,Myndighet,Institutet för språk och folkminnen,True
16958,Regleringsbrev,2015-12-17,2016,Myndighet,Livrustkammaren och Skoklosters slott med Stiftelsen Hallwylska museet,True
16959,Regleringsbrev,2015-12-17,2016,Myndighet,Myndigheten för kulturanalys,True
16960,Regleringsbrev,2015-12-17,2016,Myndighet,Naturhistoriska riksmuseet,True
16961,Regleringsbrev,2015-12-10,2016,Myndighet,Nämnden för hemslöjdsfrågor,True
16962,Regleringsbrev,2015-12-17,2016,Myndighet,Riksantikvarieämbetet,True
16963,Regleringsbrev,2015-12-10,2016,Myndighet,Riksarkivet,True
16964,Regleringsbrev,2015-12-10,2016,Myndighet,Riksutställningar,True
16965,Regleringsbrev,2015-12-17,2016,Myndighet,Statens försvarshistoriska museer,True
16966,Regleringsbrev,2015-12-17,2016,Myndighet,Statens historiska museer,True
16967,Regleringsbrev,2015-12-17,2016,Myndighet,Statens maritima museer,True
16968,Regleringsbrev,2015-12-17,2016,Myndighet,Statens museer för världskultur,True
16969,Regleringsbrev,2015-12-10,2016,Anslag,1:5,True
16970,Regleringsbrev,2015-12-18,2016,Myndighet,Bokföringsnämnden,True
16971,Regleringsbrev,2015-12-18,2016,Myndighet,Finansinspektionen,True
16972,Regleringsbrev,2015-12-18,2016,Anslag,1:16,True
16973,Regleringsbrev,2015-12-18,2016,Myndighet,Arbetsgivarverket,True
16974,Regleringsbrev,2015-12-18,2016,Myndighet,Riksgäldskontoret,True
16975,Regleringsbrev,2015-12-10,2016,Myndighet,Lotteriinspektionen,True
16976,Regleringsbrev,2015-12-18,2016,Myndighet,Statens servicecenter,True
16977,Regleringsbrev,2015-12-17,2016,Myndighet,Skatteverket,True
16978,Regleringsbrev,2015-12-17,2016,Anslag,2:6,True
16979,Regleringsbrev,2015-12-17,2016,Myndighet,Kommerskollegium,True
16980,Regleringsbrev,2015-12-17,2016,Myndighet,Tullverket,True
16981,Regleringsbrev,2015-12-18,2016,Myndighet,Rymdstyrelsen,True
16982,Regleringsbrev,2015-12-18,2016,Myndighet,Vetenskapsrådet,True
16983,Regleringsbrev,2015-12-18,2016,Myndighet,Kungl. biblioteket,True
16984,Regleringsbrev,2015-12-18,2016,Myndighet,Institutet för rymdfysik,True
16985,Regleringsbrev,2015-12-18,2016,Myndighet,Polarforskningssekretariatet,True
16986,Regleringsbrev,2015-12-18,2016,Myndighet,Centrala etikprövningsnämnden,True
16987,Regleringsbrev,2015-12-18,2016,Anslag,3:13,True
16988,Regleringsbrev,2015-12-17,2016,Myndighet,Kronofogdemyndigheten,True
16989,Regleringsbrev,2015-12-18,2016,Myndighet,Statens tjänstepensionsverk,True
16990,Regleringsbrev,2015-12-18,2016,Anslag,1:22,True
16991,Regleringsbrev,2015-12-18,2016,Myndighet,Ekonomistyrningsverket,True
16992,Regleringsbrev,2015-12-18,2016,Myndighet,Statistiska centralbyrån,True
16993,Regleringsbrev,2015-12-18,2016,Myndighet,Fortifikationsverket,True
16994,Regleringsbrev,2015-12-17,2016,Anslag,"1:1, 1:2, 1:3 och 1:4 (2015)",True
16995,Regleringsbrev,2015-12-18,2016,Anslag,1:14 och 1:2,True
16996,Regleringsbrev,2015-12-18,2016,Anslag,1:1,True
16997,Regleringsbrev,2015-12-18,2016,Anslag,1:1,True
16998,Regleringsbrev,2015-12-18,2016,Myndighet,Post- och telestyrelsen,True
16999,Regleringsbrev,2015-12-17,2016,Myndighet,Statens energimyndighet,True
17000,Regleringsbrev,2015-12-17,2016,Myndighet,Socialstyrelsen,True
17001,Ändringsbeslut,2015-11-19,2015,Myndighet,Trafikverket,True
17002,Ändringsbeslut,2015-10-22,2015,Anslag,3:1,True
17004,Regleringsbrev,2015-12-17,2016,Myndighet,Folke Bernadotteakademin,True
17005,Ändringsbeslut,2015-11-26,2015,Myndighet,Folke Bernadotteakademin,True
17006,Regleringsbrev,2015-12-18,2016,Myndighet,Tillväxtverket,True
17008,Regleringsbrev,2015-12-17,2016,Myndighet,Myndigheten för familjerätt och föräldraskapsstöd,True
17009,Regleringsbrev,2015-12-17,2016,Myndighet,Rådet för Europeiska socialfonden i Sverige,True
17010,Regleringsbrev,2015-12-17,2016,Anslag,1:8,True
17013,Regleringsbrev,2015-12-18,2016,Myndighet,Trafikverket,True
17014,Regleringsbrev,2015-12-17,2016,Anslag,1:2,True
17015,Regleringsbrev,2015-12-17,2016,Myndighet,Försäkringskassan,True
17017,Regleringsbrev,2015-12-17,2016,Anslag,1:6,True
17018,Regleringsbrev,2015-12-18,2016,Anslag,1:11 och 1:1,True
17019,Regleringsbrev,2015-12-18,2016,Anslag,1:1,True
17020,Regleringsbrev,2015-12-18,2016,Anslag,1:1,True
17021,Regleringsbrev,2015-12-18,2016,Anslag,1:1,True
17025,Regleringsbrev,2015-12-17,2016,Myndighet,Gentekniknämnden,True
17026,Ändringsbeslut,2015-11-26,2015,Myndighet,Kungl. Musikhögskolan i Stockholm,True
17027,Regleringsbrev,2015-12-17,2016,Myndighet,Transportstyrelsen,True
17028,Ändringsbeslut,2015-11-05,2015,Myndighet,Bolagsverket,True
17029,Ändringsbeslut,2015-11-05,2015,Myndighet,Statens veterinärmedicinska anstalt,True
17031,Regleringsbrev,2015-12-10,2016,Anslag,1:7,True
17032,Regleringsbrev,2015-12-17,2016,Myndighet,Statens väg- och transportforskningsinstitut,True
17033,Regleringsbrev,2015-12-17,2016,Anslag,1:6,True
17034,Regleringsbrev,2015-12-17,2016,Myndighet,Sjöfartsverket,True
17036,Regleringsbrev,2015-12-17,2016,Myndighet,Arbetsdomstolen,True
17037,Regleringsbrev,2015-12-17,2016,Myndighet,Arbetsmiljöverket,True
17038,Ändringsbeslut,2015-11-05,2015,Myndighet,Ekonomistyrningsverket,True
17039,Regleringsbrev,2015-12-17,2016,Anslag,2:4,True
17040,Regleringsbrev,2015-12-18,2016,Myndighet,Naturvårdsverket,True
17041,Regleringsbrev,2015-12-17,2016,Myndighet,Tandvårds- och läkemedelsförmånsverket,True
17042,Regleringsbrev,2015-12-17,2016,Myndighet,Medlingsinstitutet,True
17043,Regleringsbrev,2015-12-17,2016,Anslag,"1:2, 2:1, 3:3 (2014), 5:2, 7:3, 8:2, 8:3, 8:6, 10:1, 11:1 och 11:3",True
17044,Regleringsbrev,2015-12-17,2016,Anslag,2:3,True
17045,Regleringsbrev,2015-12-17,2016,Anslag,2:5,True
17046,Regleringsbrev,2015-12-17,2016,Anslag,2:5,True
17047,Ändringsbeslut,2015-11-19,2015,Myndighet,Myndigheten för internationella adoptionsfrågor,True
17048,Regleringsbrev,2015-12-17,2016,Myndighet,Åklagarmyndigheten,True
17049,Regleringsbrev,2015-12-17,2016,Myndighet,Justitiekanslern,True
17050,Regleringsbrev,2015-12-17,2016,Myndighet,Säkerhets- och integritetsskyddsnämnden,True
17051,Regleringsbrev,2015-12-10,2016,Myndighet,Svenska institutet för europapolitiska studier,True
17052,Regleringsbrev,2015-12-17,2016,Myndighet,Verket för innovationssystem,True
17053,Regleringsbrev,2015-12-18,2016,Myndighet,Universitets- och högskolerådet,True
17054,Regleringsbrev,2015-12-18,2016,Myndighet,Specialpedagogiska skolmyndigheten,True
17055,Regleringsbrev,2015-12-18,2016,Myndighet,Myndigheten för samhällsskydd och beredskap,True
17056,Regleringsbrev,2015-12-17,2016,Anslag,1:6,True
17064,Regleringsbrev,2015-12-17,2016,Anslag,1:11,True
17065,Regleringsbrev,2015-12-17,2016,Anslag,1:11,True
17066,Regleringsbrev,2015-12-17,2016,Anslag,1:1,True
17067,Regleringsbrev,2015-12-17,2016,Anslag,1:1,True
17068,Regleringsbrev,2015-12-17,2016,Myndighet,Exportkreditnämnden,True
17069,Regleringsbrev,2015-12-17,2016,Anslag,2:3 och 2:4,True
17070,Regleringsbrev,2015-12-17,2016,Myndighet,Inspektionen för strategiska produkter,True
17071,Regleringsbrev,2015-12-17,2016,Myndighet,Affärsverket svenska kraftnät,True
17072,Regleringsbrev,2015-12-17,2016,Anslag,1:8,True
17073,Ändringsbeslut,2015-11-19,2015,Myndighet,Sveriges lantbruksuniversitet,True
17074,Regleringsbrev,2015-12-17,2016,Anslag,1:5,True
17075,Regleringsbrev,2015-12-17,2016,Myndighet,Pensionsmyndigheten,True
17079,Regleringsbrev,2015-12-18,2016,Myndighet,Statens haverikommission,True
17084,Regleringsbrev,2015-12-17,2016,Myndighet,Polismyndigheten,True
17085,Regleringsbrev,2015-12-18,2016,Anslag,1:1,True
17086,Regleringsbrev,2015-12-10,2016,Anslag,1:1,True
17088,Ändringsbeslut,2015-11-12,2015,Anslag,6:1,True
17089,Regleringsbrev,2015-12-18,2016,Anslag,4:4,True
17092,Regleringsbrev,2015-12-18,2016,Anslag,"14:1, 14:2 och 14:3",True
17093,Regleringsbrev,2015-12-17,2016,Myndighet,Styrelsen för ackreditering och teknisk kontroll,True
17094,Regleringsbrev,2015-12-17,2016,Myndighet,Boverket,True
17095,Regleringsbrev,2015-12-18,2016,Myndighet,Totalförsvarets rekryteringsmyndighet,True
17097,Regleringsbrev,2015-12-10,2016,Myndighet,Sametinget,True
17099,Regleringsbrev,2015-12-10,2016,Myndighet,Valmyndigheten,True
